item_id,new_column
206,i_Drama
207,i_Comedy
208,i_Drama
209,i_Drama
210,i_Drama|i_Romance
211,i_Comedy
212,i_Drama|i_Thriller
213,i_Comedy|i_Drama
214,i_Drama
215,i_Horror
216,i_Drama|i_Romance
217,i_Comedy
218,i_Comedy|i_Drama|i_Romance
219,i_Drama|i_Thriller
220,i_Thriller
221,i_Action
222,i_Comedy
223,i_Drama|i_Thriller
224,i_Drama|i_Thriller
225,i_Comedy
226,i_Comedy|i_Drama
227,i_Drama
228,i_Comedy
229,i_Comedy|i_Drama
230,i_Comedy|i_Romance
231,i_Comedy|i_Romance
232,i_Adventure|i_Children's
233,i_Animation|i_Children's|i_Comedy|i_Romance
234,i_Thriller
235,i_Children's|i_Drama
236,i_Drama|i_Musical
237,i_Comedy
238,i_Animation|i_Children's
239,i_Crime|i_Drama
240,i_Documentary
241,i_Drama|i_Fantasy|i_Romance|i_Thriller
242,i_Comedy
243,i_Drama|i_Romance
244,i_Children's|i_Comedy
245,i_Action
246,i_Comedy|i_Romance
247,i_Drama|i_Horror
248,i_Drama
249,i_Comedy
250,i_Comedy|i_Sci-Fi
251,i_Mystery|i_Thriller
252,i_Adventure|i_Children's|i_Comedy|i_Fantasy|i_Romance
253,i_Crime|i_Drama|i_Thriller
254,i_Action|i_Adventure|i_Fantasy|i_Sci-Fi
255,i_Drama
256,i_Children's|i_Drama
257,i_Drama
258,i_Drama
259,i_Drama|i_Romance
260,i_Drama|i_Romance|i_War|i_Western
261,i_Comedy
262,i_Drama
263,i_Drama
264,i_Drama|i_Romance
265,i_Drama
266,i_Drama
267,i_Drama|i_Horror
268,i_Comedy
269,i_Comedy
270,i_Comedy|i_Romance
271,i_Drama
272,i_Comedy
273,i_Drama
274,i_Drama|i_Thriller
275,i_Drama
276,i_Drama
277,i_Crime|i_Drama
278,i_Action|i_Sci-Fi|i_Thriller
279,i_Comedy|i_Romance
280,i_Action|i_Thriller
281,i_Comedy|i_Romance
282,i_Crime|i_Drama
283,i_Thriller
284,i_Action|i_Drama|i_Thriller
285,i_Crime|i_Drama|i_Romance|i_Thriller
286,i_Comedy|i_Romance
287,i_Comedy|i_Romance
288,i_Crime|i_Drama
289,i_Drama
290,i_Comedy
291,i_Drama
292,i_Drama
293,i_Drama|i_Romance
294,i_Drama|i_Romance
295,i_Action|i_Adventure|i_Western
296,i_Comedy|i_Drama
297,i_Comedy
298,i_Drama
299,i_Drama
300,i_Drama
301,i_Drama
302,i_Comedy
303,i_Horror|i_Thriller
304,i_Comedy
305,i_Animation|i_Children's
306,i_Drama
307,i_Action
308,i_Action|i_Adventure|i_Sci-Fi
309,i_Children's|i_Comedy|i_Fantasy
310,i_Drama
311,i_Thriller
312,i_Film-Noir|i_Thriller
313,i_Drama
314,i_Comedy|i_Drama
315,i_Comedy
316,i_Comedy
317,i_Drama
318,i_Action|i_Comedy|i_Musical|i_Sci-Fi
319,i_Horror
320,i_Action|i_Adventure|i_Sci-Fi
321,i_Comedy|i_Horror
322,i_Drama
323,i_Horror|i_Sci-Fi
324,i_Comedy
325,i_Drama
326,i_Mystery|i_Thriller
327,i_Drama|i_War
328,i_Drama
329,i_Sci-Fi|i_Thriller
330,i_Comedy|i_Romance
331,i_Adventure|i_Drama
332,i_Drama
333,i_Comedy|i_Romance
334,i_Children's
335,i_Comedy
336,i_Comedy|i_Drama
337,i_Drama|i_Musical
338,i_Drama
339,i_Comedy
340,i_Action|i_Adventure|i_Thriller
341,i_Drama|i_Mystery|i_Thriller
342,i_Comedy|i_Drama|i_Romance
343,i_Comedy
344,i_Action|i_Romance|i_Thriller
345,i_Drama
346,i_Children's|i_Comedy
347,i_Comedy|i_Romance|i_War
348,i_Comedy|i_Romance
349,i_Drama
350,i_Comedy|i_Drama|i_Romance
351,i_Action|i_Comedy
352,i_Drama|i_Romance
353,i_Adventure|i_Children's|i_Romance
354,i_Documentary
355,i_Animation|i_Children's|i_Musical
356,i_Drama
357,i_Horror
358,i_Comedy|i_Crime|i_Fantasy
359,i_Action|i_Comedy|i_Western
360,i_Drama
361,i_Comedy
362,i_Comedy|i_Drama
363,i_Comedy|i_Drama
364,i_Thriller
365,i_Children's|i_Comedy
366,i_Drama
367,i_Action|i_Thriller
368,i_Action|i_Romance|i_Thriller
369,i_Comedy|i_Romance
370,i_Action|i_Sci-Fi
371,i_Action|i_Adventure|i_Comedy|i_Romance
372,i_Drama
373,i_Drama|i_Horror
374,i_Western
375,i_Action
376,i_Drama
377,i_Drama
378,i_Action|i_Comedy
379,i_Drama
380,i_Drama|i_Romance|i_War
381,i_Action|i_Comedy|i_Drama
382,i_Crime|i_Drama
383,i_Adventure|i_Children's
384,i_Action
385,i_Action
386,i_Drama
387,i_Horror
388,i_Documentary
389,i_Action|i_Thriller
390,i_Comedy
391,i_Documentary
392,i_Action|i_Sci-Fi
393,i_Drama
394,i_Horror|i_Thriller
395,i_Drama
396,i_Drama
397,i_Comedy
398,i_Comedy
399,i_Drama
400,i_Comedy
401,i_Comedy
402,i_Comedy|i_Thriller
403,i_Western
404,i_Comedy|i_Romance
405,i_Drama
406,i_Comedy
407,i_Action|i_Comedy
408,i_Adventure|i_Children's
409,i_Thriller
410,i_Action|i_Thriller
411,i_Drama
412,i_Drama|i_Romance
413,i_Horror|i_Sci-Fi|i_Thriller
414,i_Mystery|i_Romance|i_Thriller
415,i_Drama
416,i_Comedy
417,i_Drama
418,i_Crime|i_Drama
419,i_Comedy|i_Western
420,i_Comedy
421,i_Action|i_Adventure|i_Crime
422,i_Comedy|i_Sci-Fi
423,i_Drama|i_Thriller
424,i_Comedy
425,i_Action|i_Comedy
426,i_Drama
427,i_Comedy|i_Romance
428,i_Comedy
429,i_Action|i_Sci-Fi
430,i_Documentary
431,i_Comedy|i_Romance
432,i_Comedy
433,i_Drama|i_Romance
434,i_Comedy|i_Romance
435,i_Drama
436,i_Comedy
437,i_Comedy|i_Drama
438,i_Drama|i_Mystery|i_Romance
439,i_Drama
440,i_Comedy
441,i_Drama|i_Thriller
442,i_Adventure|i_Children's|i_Drama
443,i_Drama
444,i_Action|i_Thriller
445,i_Drama|i_Western
446,i_Action
447,i_Comedy
448,i_Drama|i_Romance
449,i_Action|i_Adventure
450,i_Crime|i_Drama|i_Thriller
451,i_Action|i_Adventure|i_Crime|i_Thriller
452,i_Action|i_Drama|i_War
453,i_Action|i_Comedy|i_War
454,i_Comedy
455,i_Comedy|i_Romance
456,i_Drama|i_Romance
457,i_Comedy
458,i_Comedy|i_Romance
459,i_Comedy|i_Drama
460,i_Comedy|i_War
461,i_Action|i_Thriller
462,i_Drama
463,i_Comedy|i_Drama
464,i_Drama
465,i_Comedy
466,i_Action
467,i_Action|i_Adventure|i_Sci-Fi
468,i_Drama|i_Thriller
469,i_Thriller
470,i_Drama
471,i_Adventure|i_Children's
472,i_Action|i_Comedy
473,i_Comedy
474,i_Comedy|i_Western
475,i_Drama
476,i_Comedy
477,i_Thriller
478,i_Drama
479,i_Comedy|i_Mystery
480,i_Action|i_Crime|i_Drama
481,i_Action|i_Thriller
482,i_Drama
483,i_Comedy|i_Drama|i_Romance
484,i_Comedy|i_Romance
485,i_Drama|i_Romance
486,i_Comedy|i_Romance
487,i_Comedy
488,i_Drama
489,i_Action|i_Children's
490,i_Drama
491,i_Action|i_Sci-Fi
492,i_Comedy
493,i_Drama
494,i_Action|i_Drama
495,i_Drama
496,i_Drama|i_Romance
497,i_Drama
498,i_Action|i_Drama
499,i_Horror|i_Sci-Fi
500,i_Comedy|i_Mystery|i_Romance
501,i_Comedy
502,i_Drama
503,i_Comedy|i_Drama|i_War
504,i_Action|i_Drama|i_Mystery
505,i_Comedy
506,i_Sci-Fi|i_Thriller
507,i_Comedy
508,i_Crime|i_Thriller
509,i_Action|i_Drama
510,i_Drama
511,i_Drama
512,i_Drama
513,i_Drama
514,i_Drama|i_War
515,i_Drama
516,i_Drama
517,i_Drama
518,i_Children's|i_Drama
519,i_Comedy|i_Crime|i_Horror
520,i_Action
521,i_Drama|i_Romance
522,i_Drama
523,i_Drama
524,i_Comedy|i_Drama
525,i_Drama
526,i_Comedy|i_Romance
527,i_Thriller
528,i_Film-Noir|i_Sci-Fi
529,i_Comedy
530,i_Comedy|i_Romance|i_Thriller
531,i_Action
532,i_Drama
533,i_Action|i_Adventure|i_Children's|i_Sci-Fi
534,i_Action|i_Adventure|i_Thriller
535,i_Action
536,i_Documentary
537,i_Comedy|i_Romance
538,i_Children's|i_Comedy|i_Musical
539,i_Action|i_Adventure|i_Comedy
540,i_Western
541,i_Thriller
542,i_Action|i_Crime|i_Romance
543,i_Documentary
544,i_Drama
545,i_Action|i_Adventure|i_Animation|i_Children's|i_Fantasy
546,i_Comedy
547,i_Drama
548,i_Thriller
549,i_Comedy|i_Drama
550,i_Drama
551,i_Comedy
552,i_Horror
553,i_Comedy|i_Romance
554,i_Drama
555,i_Comedy|i_Drama
556,i_Children's|i_Comedy
557,i_Comedy|i_Drama
558,i_Drama
559,i_Drama
560,i_Drama
561,i_Comedy|i_Drama
562,i_Children's|i_Comedy
563,i_Comedy
564,i_Adventure|i_Children's
565,i_Drama|i_Mystery
566,i_Thriller
567,i_Drama
568,i_Documentary
569,i_Comedy
570,i_Comedy|i_Drama
571,i_Drama
572,i_Comedy
573,i_Children's|i_Comedy
574,i_Comedy|i_Romance|i_Thriller
575,i_Animation|i_Children's|i_Comedy|i_Musical
576,i_Action|i_Sci-Fi|i_Thriller
577,i_Adventure|i_Drama|i_Western
578,i_Action|i_Drama|i_Thriller
579,i_Action|i_Adventure|i_Crime|i_Drama
580,i_Drama|i_Thriller
581,i_Animation|i_Children's|i_Musical|i_year
582,i_Animation|i_Children's|i_Musical
583,i_Animation|i_Children's
584,i_Comedy|i_Romance
585,i_Comedy
586,i_Western
587,i_Thriller
588,i_Drama
589,i_Documentary
590,i_Comedy
591,i_Drama|i_Romance
592,i_Horror
593,i_Drama
594,i_Crime|i_Drama|i_Thriller
595,i_Adventure|i_Children's
596,i_Action|i_Adventure|i_Animation|i_Horror|i_Sci-Fi
597,i_Action|i_Horror|i_Sci-Fi
598,i_Comedy
599,i_Drama|i_Romance
600,i_Drama|i_Thriller
601,i_Drama
602,i_Animation|i_Children's
603,i_Drama
604,i_Comedy|i_Romance
605,i_Comedy
606,i_Drama
607,i_Romance
608,i_Action|i_Drama|i_Thriller
609,i_Comedy
610,i_Drama|i_Thriller
611,i_Drama|i_Thriller
612,i_Drama|i_Romance
613,i_Animation|i_Children's|i_Musical
614,i_War
615,i_Comedy
616,i_Comedy
617,i_Comedy|i_Drama
618,i_Comedy
619,i_Romance
620,i_Comedy
621,i_Drama|i_Thriller
622,i_Comedy
623,i_Drama
624,i_Comedy
625,i_Comedy
626,i_Drama
627,i_Drama|i_War
628,i_Action|i_Adventure|i_Mystery
629,i_Comedy|i_Drama
630,i_Drama
631,i_Comedy
632,i_Mystery
633,i_Action|i_Adventure|i_Fantasy
634,i_Comedy
635,i_Comedy
636,i_Comedy|i_Drama
637,i_Drama
638,i_Crime|i_Thriller
639,i_Drama
640,i_Animation|i_Children's|i_Musical
641,i_Thriller
642,i_Comedy
643,i_Comedy
644,i_War
645,i_Drama
646,i_Action
647,i_Drama
648,i_Drama
649,i_Drama
650,i_Comedy|i_Sci-Fi
651,i_Drama
652,i_Adventure|i_Animation|i_Children's|i_Comedy|i_Fantasy
653,i_Adventure|i_Sci-Fi
654,i_Drama|i_Thriller
655,i_Drama
656,i_Sci-Fi
657,i_Crime
658,i_Documentary|i_Drama
659,i_Drama
660,i_Drama
661,i_Drama|i_Romance
662,i_Action|i_Adventure|i_Comedy|i_War
663,i_Romance
664,i_Comedy|i_Romance
665,i_Action|i_Sci-Fi|i_Thriller
666,i_Action
667,i_Mystery|i_Thriller
668,i_Thriller
669,i_Drama|i_Romance
670,i_Drama
671,i_Comedy
672,i_Drama
673,i_Drama
674,i_Drama
675,i_Action|i_Adventure
676,i_Comedy
677,i_Drama
678,i_Crime|i_Film-Noir|i_Thriller
679,i_Comedy|i_Romance
680,i_Animation|i_Children's
681,i_Comedy
682,i_Adventure|i_Children's
683,i_Drama
684,i_Western
685,i_Drama
686,i_Crime
687,i_Comedy
688,i_Comedy|i_Sci-Fi
689,i_Comedy
690,i_Animation
691,i_Documentary
692,i_Drama|i_Horror
693,i_Comedy
694,i_Drama
695,i_Comedy
696,i_Drama
697,i_Drama
698,i_Mystery|i_Thriller
699,i_Crime
700,i_Action|i_Adventure|i_Thriller
701,i_Comedy
702,i_Comedy|i_Horror
703,i_Action|i_Adventure|i_Romance|i_Thriller
704,i_Action|i_Sci-Fi
705,i_Animation|i_Sci-Fi
706,i_Horror|i_Thriller
707,i_Comedy
708,i_Drama
709,i_Animation|i_Comedy|i_Thriller
710,i_Film-Noir
711,i_Comedy
712,i_Action|i_Sci-Fi|i_Thriller
713,i_Drama
714,i_Sci-Fi|i_War
715,i_Comedy
716,i_Comedy|i_Drama
717,i_Adventure|i_Children's
718,i_Children's|i_Drama
719,i_Documentary
720,i_Drama
721,i_Drama
722,i_Documentary
723,i_War
724,i_Adventure
725,i_Comedy|i_Crime
726,i_Drama
727,i_Drama|i_Romance
728,i_Comedy|i_Drama
729,i_Drama
730,i_Drama
731,i_Documentary
732,i_Comedy|i_Drama
733,i_Drama
734,i_Horror
735,i_Comedy|i_Drama
736,i_Drama
737,i_Drama|i_Romance
738,i_Action|i_Sci-Fi|i_War
739,i_Drama
740,i_Thriller
741,i_Animation|i_Children's|i_Musical
742,i_Comedy
743,i_Comedy
744,i_Action|i_Thriller
745,i_Documentary
746,i_Comedy|i_Fantasy|i_Romance|i_Sci-Fi
747,i_Drama
748,i_Drama
749,i_Documentary
750,i_Fantasy
751,i_Drama
752,i_Drama
753,i_Action|i_Adventure|i_Thriller
754,i_Comedy|i_Horror
755,i_Drama|i_Mystery
756,i_Children's|i_Comedy
757,i_Drama|i_Romance
758,i_Romance
759,i_Comedy|i_Romance
760,i_Drama
761,i_Drama
762,i_Comedy|i_Romance
763,i_Adventure|i_Children's
764,i_Action|i_Adventure
765,i_Children's|i_Comedy|i_Fantasy
766,i_Comedy
767,i_Comedy
768,i_Drama
769,i_Action|i_Mystery|i_Thriller
770,i_Comedy
771,i_Drama
772,i_Romance
773,i_Drama
774,i_Drama
775,i_Drama
776,i_Drama
777,i_Adventure|i_Children's
778,i_Comedy|i_Musical
779,i_Comedy
780,i_Drama
781,i_Drama|i_Thriller
782,i_Comedy
783,i_Comedy
784,i_Drama
785,i_Action|i_Adventure|i_Thriller
786,i_Children's|i_Comedy
787,i_Comedy|i_Drama|i_Romance
788,i_Action|i_Thriller
789,i_Comedy
790,i_Horror
791,i_Horror
792,i_Drama
793,i_Drama
794,i_Drama
795,i_Comedy|i_Drama
796,i_Drama
797,i_Action|i_Adventure|i_Sci-Fi|i_Thriller
798,i_Crime|i_Drama
799,i_Drama
800,i_Comedy|i_Romance
801,i_Drama
802,i_Drama
803,i_Action|i_Crime|i_Drama
804,i_Documentary
805,i_Comedy
806,i_Action|i_Thriller
807,i_Drama
808,i_Comedy
809,i_Comedy|i_Drama
810,i_Drama
811,i_Crime|i_Drama|i_Romance|i_Thriller
812,i_Comedy|i_Crime
813,i_Comedy
814,i_Crime
815,i_Comedy
816,i_Drama
817,i_Crime|i_Drama
818,i_Drama
819,i_Action
820,i_Drama
821,i_Drama
822,i_Horror
823,i_Sci-Fi|i_Thriller
824,i_Children's|i_Comedy
825,i_Drama|i_Thriller
826,i_Drama
827,i_Children's|i_Drama|i_Fantasy
828,i_Action
829,i_Drama
830,i_Animation|i_Children's
831,i_Romance
832,i_Horror|i_Thriller
833,i_Comedy|i_Drama|i_Romance
834,i_Drama
835,i_Drama
836,i_Drama
837,i_Adventure|i_War
838,i_Comedy|i_Romance
839,i_Musical|i_Romance
840,i_Musical|i_Romance
841,i_Comedy|i_Musical
842,i_Drama|i_Romance
843,i_Mystery|i_Thriller
844,i_Mystery|i_Thriller
845,i_Comedy|i_year
846,i_Mystery|i_Thriller
847,i_Comedy|i_Musical|i_Romance|i_year
848,i_Drama|i_Thriller
849,i_Comedy|i_Drama
850,i_Comedy|i_Crime
851,i_Comedy|i_Mystery|i_Romance|i_Thriller
852,i_Drama|i_Romance|i_War
853,i_Film-Noir|i_Mystery
854,i_Musical|i_Romance
855,i_Comedy|i_Romance
856,i_Comedy|i_Romance
857,i_Children's|i_Drama|i_year
858,i_Musical
859,i_Adventure|i_Children's|i_Drama|i_Musical|i_year
860,i_Drama|i_Romance|i_War|i_year
861,i_Comedy
862,i_Film-Noir
863,i_Drama
864,i_Drama|i_Mystery|i_Sci-Fi|i_Thriller
865,i_Adventure|i_Romance
866,i_Drama
867,i_Comedy|i_year
868,i_Romance|i_Thriller
869,i_Thriller
870,i_Film-Noir|i_Romance|i_Thriller
871,i_Mystery|i_Romance|i_Thriller
872,i_Romance
873,i_Comedy|i_Romance|i_Thriller
874,i_Comedy
875,i_Comedy|i_Musical
876,i_Comedy|i_Romance|i_year
877,i_Comedy|i_Romance
878,i_Musical
879,i_Comedy|i_Drama
880,i_Action|i_Adventure|i_year
881,i_Adventure
882,i_Crime|i_Film-Noir|i_Mystery
883,i_Drama|i_Romance
884,i_Drama|i_year
885,i_Comedy|i_Musical|i_Romance|i_year
886,i_Comedy|i_Drama|i_War
887,i_Comedy|i_year
888,i_Drama
889,i_Drama
890,i_Mystery|i_year
891,i_Comedy
892,i_Adventure|i_Comedy
893,i_Drama
894,i_Drama|i_year
895,i_Comedy|i_year
896,i_Drama|i_Romance
897,i_Drama|i_year
898,i_Comedy|i_Mystery
899,i_Drama|i_year
900,i_Crime|i_Drama
901,i_Drama|i_year
902,i_Crime|i_Drama|i_year
903,i_Musical
904,i_Western
905,i_Thriller|i_year
906,i_Drama
907,i_Western
908,i_Horror|i_Sci-Fi
909,i_Action|i_Adventure|i_Romance|i_War
910,i_Comedy|i_Drama
911,i_Drama
912,i_Drama
913,i_Drama
914,i_Drama|i_Romance|i_year
915,i_Comedy|i_Musical|i_year
916,i_Romance|i_War|i_year
917,i_Mystery|i_year
918,i_Drama|i_year
919,i_Action
920,i_Drama
921,i_Drama
922,i_Comedy|i_Drama
923,i_Documentary
924,i_Adventure|i_Children's
925,i_Drama|i_Romance
926,i_Comedy|i_Drama
927,i_Drama
928,i_Action|i_Adventure|i_Thriller
929,i_Drama|i_War
930,i_Thriller
931,i_Drama
932,i_Drama
933,i_Action|i_Drama|i_Western
934,i_Drama|i_Thriller
935,i_Action|i_Crime
936,i_Crime
937,i_Crime
938,i_Comedy
939,i_Drama|i_Thriller
940,i_Action|i_Thriller
941,i_Children's|i_Comedy
942,i_Drama
943,i_Children's|i_Comedy|i_Western
944,i_Western
945,i_Adventure|i_Children's|i_Fantasy
946,i_Children's|i_Comedy
947,i_Adventure|i_Children's|i_Comedy
948,i_Children's|i_Drama
949,i_Children's|i_Drama
950,i_Children's|i_Comedy|i_Drama
951,i_Adventure|i_Children's
952,i_Children's|i_Comedy
953,i_Adventure|i_Children's
954,i_Children's|i_Comedy|i_Mystery
955,i_Adventure|i_Children's|i_Fantasy|i_Sci-Fi
956,i_Comedy
957,i_Children's|i_Comedy
958,i_Animation|i_Children's|i_Musical
959,i_Animation|i_Children's
960,i_Animation|i_Children's|i_Musical
961,i_Animation|i_Children's
962,i_Children's|i_Drama
963,i_Drama
964,i_Children's|i_Comedy|i_Musical
965,i_Animation|i_Children's|i_Musical
966,i_Adventure|i_Animation|i_Children's|i_Musical
967,i_Adventure|i_Children's|i_Musical
968,i_Animation|i_Children's|i_Musical
969,i_Animation|i_Children's
970,i_Crime
971,i_Musical
972,i_Action|i_Thriller
973,i_Action|i_Sci-Fi|i_Thriller
974,i_Drama
975,i_Documentary
976,i_Drama
977,i_Drama
978,i_Comedy
979,i_Drama|i_Romance
980,i_Drama
981,i_Drama|i_Romance
982,i_Action|i_Thriller
983,i_Action|i_Adventure
984,i_Documentary|i_Drama
985,i_Drama
986,i_Crime|i_Drama
987,i_Drama
988,i_Thriller
989,i_Drama
990,i_Comedy|i_Musical|i_Romance
991,i_Drama
992,i_Drama|i_Romance
993,i_Comedy|i_Drama
994,i_Crime|i_Drama
995,i_Drama
996,i_Drama
997,i_Animation|i_Children's|i_Comedy
998,i_Comedy|i_Musical|i_Romance|i_year
999,i_Comedy|i_Musical|i_Romance|i_year
1000,i_Crime|i_Film-Noir
1001,i_Film-Noir|i_Thriller
1002,i_Adventure
1003,i_Romance|i_War
1004,i_Adventure|i_Children's|i_Comedy|i_Fantasy
1005,i_Thriller
1006,i_Comedy|i_Sci-Fi
1007,i_Comedy|i_War
1008,i_Comedy
1009,i_Comedy
1010,i_Comedy|i_Musical
1011,i_Drama
1012,i_Comedy|i_Musical
1013,i_Crime|i_Drama
1014,i_Adventure|i_Drama
1015,i_Mystery|i_Thriller
1016,i_Musical
1017,i_Musical|i_Romance
1018,i_Crime|i_Thriller
1019,i_Drama|i_War
1020,i_Comedy
1021,i_Mystery|i_Thriller
1022,i_Drama|i_Musical
1023,i_Drama|i_Romance|i_War
1024,i_Drama
1025,i_Drama
1026,i_Children's|i_Drama|i_Fantasy|i_Sci-Fi
1027,i_Comedy
1028,i_Drama|i_year
1029,i_Action|i_Romance
1030,i_Action|i_Romance
1031,i_Action
1032,i_Drama
1033,i_Drama
1034,i_Horror
1035,i_Comedy
1036,i_Documentary
1037,i_Action|i_Drama
1038,i_Comedy
1039,i_Drama
1040,i_Comedy|i_Drama
1041,i_Drama
1042,i_Drama
1043,i_Adventure|i_Western
1044,i_Drama
1045,i_Drama
1046,i_Drama
1047,i_Documentary
1048,i_Drama
1049,i_Comedy
1050,i_Comedy|i_Fantasy
1051,i_Action|i_Adventure|i_Sci-Fi|i_Thriller
1052,i_Horror
1053,i_Action|i_Adventure|i_Sci-Fi|i_Thriller
1054,i_Horror
1055,i_Drama
1056,i_Drama
1057,i_Comedy|i_Drama
1058,i_Action|i_Drama
1059,i_Comedy
1060,i_Comedy
1061,i_Documentary
1062,i_Drama
1063,i_Drama
1064,i_Documentary
1065,i_Documentary
1066,i_Documentary
1067,i_Animation|i_Comedy
1068,i_Documentary|i_Drama
1069,i_Drama
1070,i_Animation|i_Comedy|i_Thriller
1071,i_Crime|i_Film-Noir|i_Thriller
1072,i_Film-Noir
1073,i_Film-Noir
1074,i_Comedy|i_year
1075,i_Drama
1076,i_Comedy
1077,i_Drama
1078,i_Drama
