	user_id	rec_item_list
534	6040	[ 27  19 220 188 301]
535	6040	[190   3 212   9   7]
536	6040	[ 69 208 274 178  80]
537	6040	[126 162 181 317  23]
538	6040	[195 159   1   5   6]
539	6040	[  7 230  45   3  98]
540	6040	[243   4   5   6   0]
541	6040	[  5 289   6 159 121]
542	6040	[35  4  0  5 48]
543	6040	[143 280 134   0 228]
544	6040	[ 51 214 138 208 242]
545	6040	[262 132   9   6   2]
546	6040	[  6 140 126   8 281]
547	6040	[198  69  67 128 263]
548	6040	[  7   8 135 299 331]
549	6040	[  8 140 178   9   1]
550	6040	[196   2   4 216 186]
551	6040	[163   5 107 291  68]
552	6040	[  4   3  85 205   5]
553	6040	[102  12  14  99 152]
554	6040	[ 14 265 119 169 172]
555	6040	[  8 330  65 259   0]
556	6040	[ 12  49 106 250  89]
557	6040	[  3 133 329  64   0]
558	6040	[  1 296   8   6   2]
559	6040	[ 98  19  97 146  67]
560	6040	[  2 165   4 218   1]
561	6040	[ 5  3  1  6 25]
562	6040	[294   5   9 241   3]
563	6040	[2 4 0 3 1]
564	6040	[232  53   2   5   3]
565	6040	[ 86 309  31  90 142]
566	6040	[ 56  40 298 223  96]
567	6040	[ 30 299 328   5  22]
568	6040	[185 129  14 116 308]
569	6040	[135  44 340 184 333]
570	6040	[ 31 292 113   0 248]
571	6040	[193   3 331 192 280]
572	6040	[ 61 170   0   2   3]
573	6040	[272 234  13  26 177]
574	6040	[118  66 288 256   3]
575	6040	[ 62   2 102  60  93]
576	6040	[  1 100   3 264   2]
577	6040	[ 9 35 53 63 21]
578	6040	[117  75 161 131   5]
579	6040	[248   3 232 258   8]
580	6040	[ 35   6 280  71 111]
581	6040	[186 151  19  16 319]
582	6040	[  9   2 137   1 110]
583	6040	[  3 327 189 220  86]
584	6040	[110 318  74 104   8]
585	6040	[262 236  55   1 130]
586	6040	[126  48 116   5 333]
587	6040	[ 39 249  17 208   1]
588	6040	[  4   5  89  33 340]
589	6040	[202  32  33 248  22]
590	6040	[38  2  0  3  1]
591	6040	[161 273 263  67   6]
592	6040	[304 223 321   0 182]
593	6040	[  1   2   0 234 266]
594	6040	[  6   7 281   2  76]
595	6040	[142   3 300   6   4]
596	6040	[136   1   0 336 317]
597	6040	[172 264 228   2   5]
598	6040	[  0 126 189   1 135]
599	6040	[144 332 260 127  46]
600	6040	[ 15   1   3   4 250]
601	6040	[  2   1 126 336 181]
602	6040	[ 46 195  23 226 158]
603	6040	[  7   8 104 118   5]
604	6040	[214 158   4 243   6]
605	6040	[213  59   4 338   3]
606	6040	[224 215   5 157 269]
607	6040	[234 325 232  60   3]
608	6040	[2 0 9 1 3]
609	6040	[268  30 166   6  74]
610	6040	[  5 304   0 138   9]
611	6040	[316  72 238  33 185]
612	6040	[  3 193 316   8   0]
613	6040	[277  11 127  40 226]
614	6040	[143   7   4   1  22]
615	6040	[326  44  94 126  76]
616	6040	[204 308  91 304  25]
617	6040	[  2 335 242   1 187]
618	6040	[  0 137 208  40  71]
619	6040	[277  20  95 179  26]
620	6040	[  6 340 259 299 263]
621	6040	[213 161 211  84 274]
622	6040	[ 63  14   5  98 169]
623	6040	[  0 128 222 238 118]
624	6040	[  1 254 268 292   7]
625	6040	[302   1 160   2   0]
626	6040	[  0   5 154   7  94]
627	6040	[263   8   9 186 199]
628	6040	[318   8 125 257  20]
629	6040	[  9  13 129 152  25]
630	6040	[249 328   3   0   2]
631	6040	[162  25 148   0 227]
632	6040	[ 32 198 190   4  22]
633	6040	[253   7 179 243 199]
634	6040	[193  86 131 106 331]
635	6040	[  4 235  42   5 103]
636	6040	[135   9 170   4   6]
637	6040	[  2 207 218 123   3]
638	6040	[  3   0   1 328   2]
639	6040	[  4   7 180   9 306]
640	6040	[  5 296  79   2  77]
641	6040	[236   2   6   0   3]
642	6040	[114 291 326 141 138]
643	6040	[269  49   5 227  69]
644	6040	[ 62   2  97 122  15]
645	6040	[254 122 248 316  58]
646	6040	[298  63 185 163  49]
647	6040	[ 99  56  30  46 296]
648	6040	[305 102 333   0 284]
649	6040	[  0 200 224  39 233]
650	6040	[  4 228   3   5   1]
651	6040	[ 80 246   3 307 338]
652	6040	[328  34 116 251   2]
653	6040	[ 38  78 217 196 215]
654	6040	[  6 119 258 197   2]
655	6040	[1 0 5 8 2]
656	6040	[ 28 131 176   6 165]
657	6040	[132 250  99 318 157]
658	6040	[279 314 258 147   4]
659	6040	[ 43 121   5   1 268]
660	6040	[ 77   6 112  65   7]
661	6040	[317 275 164  50 116]
662	6040	[207 205 288 220 301]
663	6040	[  1   2 274 225   0]
664	6040	[ 37 123  53 102   2]
665	6040	[305 277 330  80 118]
666	6040	[ 37 177 283   4 311]
667	6040	[225 144 242 205  52]
668	6040	[206 105 192   9 303]
669	6040	[ 19 108 191  87   3]
670	6040	[157   8  11 179 246]
671	6040	[232  48 164 297 148]
672	6040	[146 279 286  32 319]
673	6040	[ 0  6  3 47  5]
674	6040	[ 74 295  81   6 213]
675	6040	[215 112  89 148 108]
676	6040	[ 95 337  19 146 250]
677	6040	[151  78 176 117   9]
678	6040	[221   2 288   3   0]
679	6040	[291  88 189 101 145]
680	6040	[  9   8 323 270   1]
681	6040	[130   0   2 294  72]
682	6040	[  5 113 332  21  55]
683	6040	[206 173 105 111 133]
684	6040	[ 19   1  17   3 120]
685	6040	[107 259 211 102 270]
686	6040	[186   0 291   5  32]
687	6040	[ 62 226  58 148 138]
688	6040	[ 59 292 300 272 188]
689	6040	[112   0 321 315 306]
690	6040	[115  63 131  97 337]
691	6040	[152  31   3  48 280]
692	6040	[324  84 241 284 285]
693	6040	[169 204  39 130 223]
694	6040	[243 298 113  46  94]
695	6040	[326 134 323 169 159]
696	6040	[158 266   2 260  48]
697	6040	[308 225  51 162  36]
698	6040	[  1 244 152 333   0]
699	6040	[ 43 140 166   4 250]
700	6040	[210 248 189 136 330]
701	6040	[  3  84 232 132 177]
702	6040	[210   2 100 323 305]
703	6040	[136 182 149 286 221]
704	6040	[  1   7 284 181 221]
705	6040	[232  97 217  55 267]
706	6040	[291  48   3 151 102]
707	6040	[ 44   0 297 319 121]
708	6040	[196 303 274   3 182]
709	6040	[168 162 228  30  99]
710	6040	[207   5 289 226 239]
711	6040	[184 325 326 108 107]
712	6040	[276 242 213  62 262]
713	6040	[ 17 101   4  86  85]
714	6040	[  3   6   5 104 211]
715	6040	[  5   7   1 159   3]
716	6040	[  4  18   0 116 233]
717	6040	[168   0 165   3 169]
718	6040	[137 196 284 132 249]
719	6040	[230  90 264 139 184]
720	6040	[234   9 195   8 285]
721	6040	[129  28   2  67   0]
722	6040	[118 197 338 117   0]
723	6040	[ 51 115 134  18 207]
724	6040	[  3 136   8   6 255]
725	6040	[263 182 284 285  41]
726	6040	[ 30 121 115 306  91]
727	6040	[251 231 132 198 107]
728	6040	[158  35 313 281   3]
729	6040	[175 146 151   6  59]
730	6040	[170 237 162 313   6]
731	6040	[ 39 267  86 307 282]
732	6040	[  2   0   3 101   5]
733	6040	[  4 280 216 305 238]
734	6040	[ 45   8   5 149 218]
735	6040	[  9  73 158 325 191]
736	6040	[115   2 280   4   3]
737	6040	[  6 173  27 216   3]
738	6040	[151  62   3   0 115]
739	6040	[ 20  37 209 151   0]
740	6040	[  7   6   0 179 196]
741	6040	[283 180 218  27  24]
742	6040	[340 155 186 180 156]
743	6040	[  1  87 242   4   2]
744	6040	[262 202 216 255 213]
745	6040	[ 76 308   1  59  15]
746	6040	[ 68   1  85  37 235]
747	6040	[108 228 267  68  85]
748	6040	[  6  34 211 305 251]
749	6040	[152   2   4  16 108]
750	6040	[127 114   9 223 137]
751	6040	[219 233 111 131 272]
752	6040	[323 169 296  55 237]
753	6040	[  5   2   9 222 242]
754	6040	[326 156  14 308   1]
755	6040	[209 242 167 251 141]
756	6040	[290 199  32   3 272]
757	6040	[ 61 298   7   5   2]
758	6040	[167   2 231 157  32]
759	6040	[281  36   3  47   2]
760	6040	[ 41   2   4 316 289]
761	6040	[ 53 139 217 184   1]
762	6040	[  6   7 270 250  35]
763	6040	[306 254  43 297 295]
764	6040	[125   7   0   8 190]
765	6040	[109 305 301  58  38]
766	6040	[ 41 305 193  28   8]
767	6040	[ 51   1 328  50   7]
768	6040	[ 24  91  15 170 135]
769	6040	[  2 112   3  75 205]
770	6040	[262   0 202   8  38]
771	6040	[ 24  95 231  90 279]
772	6040	[186 262   9 304   0]
773	6040	[ 97 107  23 328 189]
774	6040	[246   2 289 115  18]
775	6040	[124 136  71 321 212]
776	6040	[178  63  70 222 204]
777	6040	[ 4  7  3 17  1]
778	6040	[265 167  69 243  37]
779	6040	[302 132   5   2 309]
780	6040	[  4   0   2 143 107]
781	6040	[  2  89   7   8 136]
782	6040	[ 62 121  87   2 127]
783	6040	[114  53   7 242  42]
784	6040	[185   2  79 313   3]
785	6040	[248 159 329   9 198]
786	6040	[171   9  12   8 297]
787	6040	[ 16 312 154  31   1]
788	6040	[  0 167 179 111 214]
789	6040	[251 181  52 175  65]
790	6040	[  7 313 140 267  41]
791	6040	[  3   2 174 336 338]
